DrawDate,Win1,Win2,Win3,Win4,Win5,Win6,Win7,Bonus,Extra1,Extra2,Extra3,Extra4
2021-08-13,1,14,17,20,28,32,38,6,6,50,59,65
2021-08-10,14,18,19,32,35,38,41,27,22,38,41,53
2021-08-06,14,15,24,43,44,48,49,47,26,45,77,90
2021-08-03,4,5,9,15,24,36,48,50,2,68,75,81
2021-07-30,4,12,18,19,22,25,44,43,6,22,58,71
2021-07-27,5,12,13,32,36,40,48,49,9,20,37,89
2021-07-23,7,8,13,21,35,38,45,15,31,51,60,82
2021-07-20,2,13,15,19,38,39,46,34,27,30,39,91
2021-07-16,13,17,24,26,33,46,48,27,26,44,75,99
2021-07-13,2,6,12,13,17,36,48,25,18,50,72,86
2021-07-09,11,21,32,33,38,40,44,19,11,28,63,85
2021-07-06,10,14,25,26,38,41,50,49,17,48,73,80
2021-07-02,6,14,35,37,40,43,46,19,28,36,51,69
2021-06-29,6,17,22,23,32,37,47,13,11,43,49,51
2021-06-25,10,13,18,33,36,45,47,22,6,31,68,73
2021-06-22,7,11,22,28,33,44,49,10,1,7,23,41
2021-06-18,11,14,15,24,34,43,47,36,1,68,93,95
2021-06-15,2,8,12,13,14,36,43,29,1,27,41,74
2021-06-11,20,21,25,33,38,44,45,22,14,30,32,83
2021-06-08,1,9,14,24,26,37,42,29,7,15,25,63
2021-06-04,2,3,16,28,31,42,47,12,33,38,45,75
2021-06-01,6,20,21,28,38,43,47,40,1,5,70,74
2021-05-28,7,18,22,40,44,46,50,5,4,65,74,76
2021-05-25,6,9,11,19,24,38,46,18,5,37,89,95
2021-05-21,5,6,25,31,32,44,48,39,7,31,56,66
2021-05-18,5,9,18,27,32,38,40,34,51,56,85,94
2021-05-14,3,18,19,24,26,27,45,20,35,55,58,92
2021-05-11,14,15,20,32,35,38,50,46,20,32,52,66
2021-05-07,1,8,17,21,35,39,46,31,25,63,83,90
2021-05-04,1,23,27,33,39,45,49,40,10,20,49,64
2021-04-30,2,14,27,30,31,35,43,38,33,38,40,96
2021-04-27,7,11,14,26,27,29,36,2,27,33,35,74
2021-04-23,1,3,4,11,19,24,42,27,41,68,80,93
2021-04-20,7,10,11,19,22,30,37,18,7,43,47,61
2021-04-16,1,13,19,27,42,49,50,32,33,51,55,70
2021-04-13,15,16,18,19,22,44,47,28,9,30,61,86
2021-04-09,1,19,28,29,31,33,43,17,7,83,94,96
2021-04-06,2,14,24,25,35,44,45,11,16,49,81,87
2021-04-02,30,32,33,34,37,45,49,25,5,25,35,81
2021-03-30,12,22,25,30,37,38,45,2,10,18,44,91
2021-03-26,2,4,16,24,25,27,49,29,11,27,37,98
2021-03-23,5,6,12,28,29,36,46,40,25,33,34,43
2021-03-19,2,7,8,26,30,43,48,25,38,41,42,92
2021-03-16,8,15,25,27,33,39,44,20,9,11,36,65
2021-03-12,5,12,15,23,28,38,39,46,3,43,80,83
2021-03-09,3,7,16,22,29,31,42,15,32,61,74,89
2021-03-05,6,9,23,25,31,36,48,30,31,48,64,97
2021-03-02,9,29,30,36,42,46,49,47,18,50,80,84
2021-02-26,11,17,19,22,27,31,40,38,6,60,64,75
2021-02-23,3,13,14,20,30,45,49,35,14,16,62,87
2021-02-19,1,5,10,18,20,40,42,47,43,44,50,68
2021-02-16,1,6,12,21,34,37,47,20,46,51,56,58
2021-02-12,2,5,10,11,14,23,33,47,49,81,93,95
2021-02-09,4,12,16,17,33,36,44,2,12,15,26,42
2021-02-05,1,2,23,32,35,36,45,28,7,18,32,67
2021-02-02,17,24,27,34,38,42,48,19,17,21,76,79
2021-01-29,9,11,20,22,33,36,46,49,64,72,73,82
2021-01-26,26,37,42,44,46,49,50,24,11,14,23,73
2021-01-22,11,21,23,25,28,41,43,10,34,37,74,87
2021-01-19,23,31,34,38,40,45,50,41,43,55,82,88
2021-01-15,5,23,31,35,36,37,43,13,42,58,75,94
2021-01-12,4,12,13,15,18,30,50,34,5,14,37,75
2021-01-08,4,21,24,25,26,27,42,8,1,10,12,39
2021-01-05,1,16,21,24,35,37,39,45,46,76,83,96
2021-01-01,18,21,28,29,31,32,49,38,76,83,85,96
2020-12-29,8,12,23,25,29,43,46,13,21,22,23,87
2020-12-25,8,12,16,30,38,48,50,14,1,15,39,71
2020-12-22,4,29,30,37,38,43,44,15,13,49,51,94
2020-12-18,2,9,10,22,31,35,49,30,35,60,79,99
2020-12-15,1,4,20,33,44,45,49,47,7,8,48,57
2020-12-11,9,21,30,33,38,39,46,48,18,64,80,93
2020-12-08,5,13,14,21,36,37,43,40,47,64,84,86
2020-12-04,5,7,14,23,24,46,47,11,64,70,91,97
2020-12-01,1,4,9,15,18,24,31,43,3,35,84,85
2020-11-27,9,15,35,41,42,45,46,43,17,53,56,93
2020-11-24,6,8,13,27,41,46,47,39,28,56,77,96
2020-11-20,11,17,29,33,39,40,42,48,1,17,45,57
2020-11-17,6,18,21,30,31,34,38,1,12,75,88,95
2020-11-13,3,4,7,19,44,48,49,8,11,27,42,94
2020-11-10,4,6,18,27,28,30,40,13,1,33,72,99
2020-11-06,7,9,19,20,26,32,35,49,3,7,66,90
2020-11-03,5,7,14,21,26,34,49,31,2,65,66,93
2020-10-30,19,20,23,31,37,46,48,50,19,47,59,68
2020-10-27,2,9,11,29,33,39,44,15,1,29,41,97
2020-10-23,2,8,20,21,29,34,37,41,41,46,51,53
2020-10-20,8,27,30,44,46,47,50,32,24,25,37,82
2020-10-16,1,4,8,10,12,17,41,19,39,46,67,74
2020-10-13,3,10,13,19,21,45,49,12,16,40,56,82
2020-10-09,4,6,12,30,32,33,34,29,3,21,43,92
2020-10-06,4,5,9,19,28,34,44,8,30,31,77,78
2020-10-02,7,12,16,26,40,45,49,20,51,74,75,93
2020-09-29,4,6,9,15,22,24,28,44,24,40,50,88
2020-09-25,1,7,9,28,38,48,50,13,5,17,20,90
2020-09-22,8,9,37,38,40,43,49,28,38,73,78,92
2020-09-18,2,11,22,25,32,40,44,27,38,51,68,79
2020-09-15,1,5,6,24,27,28,32,38,14,23,32,50
2020-09-11,4,15,16,17,35,46,50,13,13,26,44,94
2020-09-08,6,12,19,27,30,32,44,18,11,31,90,95
2020-09-04,7,18,22,26,35,41,50,11,7,28,29,74
2020-09-01,2,9,29,30,31,35,37,19,19,25,80,91
2020-08-28,5,8,9,28,32,48,50,40,31,46,76,96
2020-08-25,1,21,34,38,39,40,46,24,17,28,60,89
2020-08-21,1,2,5,11,20,30,39,27,17,32,51,91
2020-08-18,1,2,16,32,44,46,50,6,7,10,45,49
2020-08-14,3,22,37,39,41,43,44,20,11,18,47,78
2020-08-11,9,17,22,33,36,45,46,41,39,40,50,64
2020-08-07,9,21,26,28,30,37,44,31,49,62,82,92
2020-08-04,18,24,25,30,31,33,48,27,10,67,68,97
2020-07-31,8,16,19,22,28,31,38,25,28,32,38,93
2020-07-28,7,10,11,24,39,43,48,23,17,31,78,93
2020-07-24,17,20,27,29,37,39,41,10,46,52,53,74
2020-07-21,7,22,26,35,46,47,49,19,11,43,46,61
2020-07-17,5,11,15,18,20,24,46,37,10,31,53,80
2020-07-14,3,9,21,35,44,47,48,23,51,71,78,88
2020-07-10,17,18,27,38,39,40,47,24,42,52,70,86
2020-07-07,9,20,21,22,25,26,37,3,5,24,61,68
2020-07-03,3,4,21,33,38,44,45,32,7,22,51,84
2020-06-30,11,12,22,33,37,48,49,41,36,43,56,91
2020-06-26,8,14,31,36,39,46,47,20,22,29,76,81
2020-06-23,2,3,6,13,37,42,46,19,27,29,40,53
2020-06-19,3,12,17,22,29,31,48,8,30,40,43,50
2020-06-16,1,3,22,30,31,37,40,6,1,6,55,66
2020-06-12,1,16,24,28,30,31,47,25,24,32,57,73
2020-06-09,4,16,19,32,35,36,38,28,2,57,80,98
2020-06-05,1,8,15,16,32,39,40,31,34,58,78,89
2020-06-02,8,14,16,17,29,41,42,47,38,46,48,56
2020-05-29,5,12,15,23,26,38,41,45,2,26,73,87
2020-05-26,5,27,34,37,39,41,47,20,48,73,78,91
2020-05-22,9,11,14,21,22,24,41,10,11,38,42,79
2020-05-19,22,23,24,25,37,40,49,19,17,23,54,87
2020-05-15,7,30,32,40,47,48,50,16,1,87,88,97
2020-05-12,11,19,22,26,33,46,48,1,20,22,51,63
2020-05-08,3,4,10,11,26,28,40,31,5,72,88,98
2020-05-05,25,28,32,41,42,44,45,18,10,41,44,81
2020-05-01,3,12,25,36,37,42,49,9,29,33,66,69
2020-04-28,9,18,23,36,39,43,48,46,14,60,76,97
2020-04-24,8,9,19,26,27,31,46,48,16,73,81,86
2020-04-21,9,10,13,21,40,41,43,4,19,29,52,81
2020-04-17,2,15,21,29,40,47,50,35,15,16,47,82
2020-04-14,3,6,9,22,29,38,39,18,5,17,31,91
2020-04-10,3,9,10,14,15,19,20,25,13,31,49,95
2020-04-07,5,20,21,22,32,37,41,18,29,81,84,88
2020-04-03,5,9,10,25,27,29,38,31,11,16,21,25
2020-03-31,5,7,22,29,32,37,39,3,5,51,65,94
2020-03-27,3,4,13,14,30,36,41,21,23,25,51,85
2020-03-24,2,11,16,18,19,20,25,5,31,33,68,83
2020-03-20,9,16,17,18,21,22,27,31,12,17,28,66
2020-03-17,4,5,8,15,27,41,48,37,31,50,60,66
2020-03-13,7,14,15,35,36,49,50,11,56,59,65,83
2020-03-10,5,6,27,37,38,46,48,9,3,50,83,99
2020-03-06,2,9,10,35,41,42,47,40,6,13,42,56
2020-03-03,10,14,15,25,27,39,48,28,20,49,70,77
2020-02-28,21,27,30,32,33,36,46,38,11,29,65,78
2020-02-25,15,32,36,40,41,43,48,10,16,53,67,69
2020-02-21,4,7,14,37,48,49,50,28,17,21,70,88
2020-02-18,3,6,19,23,33,40,45,48,7,33,62,80
2020-02-14,14,17,20,34,38,45,49,5,20,37,89,93
2020-02-11,14,15,19,22,31,36,39,23,19,24,40,58
2020-02-07,21,24,26,31,36,48,49,39,9,12,54,66
2020-02-04,3,12,18,25,43,46,50,33,17,35,66,78
2020-01-31,2,27,30,39,44,45,49,17,6,19,20,99
2020-01-28,4,10,12,27,30,44,46,7,15,24,40,88
2020-01-24,2,11,14,21,23,34,36,5,10,34,38,42
2020-01-21,7,11,16,21,31,36,44,46,27,33,44,66
2020-01-17,5,6,36,39,40,46,48,34,67,79,84,99
2020-01-14,5,16,19,23,30,37,48,44,20,39,57,68
2020-01-10,10,13,14,24,28,47,48,12,8,10,58,59
2020-01-07,3,8,12,14,17,18,29,11,52,70,73,95
2020-01-03,8,18,20,24,31,37,39,34,42,46,64,81
2019-12-31,3,4,11,19,30,39,40,25,6,43,44,93
2019-12-27,13,27,34,36,38,45,50,18,18,31,58,70
2019-12-24,1,6,12,13,19,23,38,37,9,32,60,63
2019-12-20,14,23,28,29,30,33,48,9,1,21,27,81
2019-12-17,19,20,23,29,35,40,47,31,27,90,94,97
2019-12-13,2,12,14,15,26,34,39,48,6,8,53,74
2019-12-10,7,11,19,30,42,43,50,44,4,34,36,97
2019-12-06,9,11,17,19,35,36,43,28,30,32,38,50
2019-12-03,2,10,20,30,32,35,50,21,12,34,42,66
2019-11-29,3,8,14,15,24,33,48,4,12,33,34,71
2019-11-26,13,14,18,22,42,44,47,12,1,52,79,87
2019-11-22,5,9,23,29,30,31,37,34,2,7,23,59
2019-11-19,5,13,23,25,27,32,44,3,25,51,85,98
2019-11-15,15,16,33,36,38,43,49,4,20,37,57,84
2019-11-12,1,14,16,22,32,39,45,31,12,24,63,70
2019-11-08,3,5,10,18,26,33,46,49,37,59,62,89
2019-11-05,5,7,15,18,35,37,45,47,51,52,58,76
2019-11-01,10,20,24,25,32,39,46,15,8,15,28,80
2019-10-29,10,17,18,22,23,25,34,37,69,78,82,98
2019-10-25,6,11,16,18,23,26,40,45,72,82,93,97
2019-10-22,1,4,6,9,25,31,43,10,42,70,81,99
2019-10-18,3,21,29,37,40,43,44,38,7,11,88,93
2019-10-15,17,18,22,27,29,31,34,8,38,47,53,62
2019-10-11,1,3,11,13,19,22,46,31,62,63,90,94
2019-10-08,18,24,31,38,44,46,50,40,31,54,62,95
2019-10-04,20,31,35,36,39,42,44,23,27,41,84,87
2019-10-01,1,15,19,31,40,41,43,49,10,27,50,69
2019-09-27,3,9,25,26,28,34,38,36,29,63,68,82
2019-09-24,3,22,26,32,38,42,43,8,4,31,81,87
2019-09-20,9,15,26,36,39,41,47,37,23,32,56,70
2019-09-17,2,4,17,39,40,43,46,44,10,32,33,39
2019-09-13,4,16,21,32,44,45,50,26,16,20,36,49
2019-09-10,1,15,16,20,27,38,50,9,28,49,76,89
2019-09-06,4,5,24,25,43,44,50,41,21,48,54,78
2019-09-03,6,8,11,13,28,42,48,27,15,37,90,99
2019-08-30,5,9,33,36,39,41,44,27,43,47,50,78
2019-08-27,5,7,19,28,32,35,44,46,5,42,78,96
2019-08-23,5,6,8,15,22,46,47,31,6,8,60,98
2019-08-20,9,17,23,37,44,46,48,4,36,46,77,87
2019-08-16,22,24,25,26,29,32,46,20,9,17,18,19
2019-08-13,1,5,38,39,42,47,49,15,1,28,77,95
2019-08-09,10,25,31,34,36,39,45,9,16,29,54,78
2019-08-06,19,22,28,30,36,38,39,25,6,39,81,91
2019-08-02,11,20,23,24,26,41,44,38,15,29,63,80
2019-07-30,4,6,10,15,24,40,43,3,12,51,87,92
2019-07-26,11,15,17,20,24,25,50,30,8,41,75,84
2019-07-23,4,8,11,16,28,29,44,43,37,43,66,83
2019-07-19,1,15,21,29,30,31,33,5,11,50,52,68
2019-07-16,11,14,17,21,23,26,36,19,28,35,70,72
2019-07-12,3,13,19,25,28,30,37,1,22,25,65,78
2019-07-09,10,13,31,32,36,40,41,17,14,21,27,52
2019-07-05,1,4,8,28,32,36,43,40,15,30,86,96
2019-07-02,6,14,26,31,34,36,45,25,13,35,36,92
2019-06-28,7,11,36,37,38,43,46,26,16,27,58,90
2019-06-25,2,14,15,23,27,44,45,8,15,26,39,69
2019-06-21,11,16,17,20,42,44,50,31,20,23,41,88
2019-06-18,1,6,13,15,38,42,49,48,18,19,51,75
2019-06-14,4,11,20,22,37,44,49,13,5,7,77,98
2019-06-11,18,23,28,32,34,44,50,29,31,44,77,91
2019-06-07,4,8,13,23,25,33,39,17,3,19,67,71
2019-06-04,7,19,22,28,34,41,42,12,12,48,50,61
2019-05-31,6,29,34,39,42,47,50,22,18,31,63,71
2019-05-28,4,9,10,26,27,29,37,14,16,29,56,78
2019-05-24,9,11,15,19,20,35,41,28,15,34,42,48
2019-05-21,2,3,8,18,31,39,50,33,15,23,46,92
2019-05-17,4,21,23,39,40,42,50,17,3,6,57,99
2019-05-14,9,24,27,33,40,44,48,41,5,22,73,88
2019-05-10,16,17,31,34,36,39,41,10,17,33,62,84
2019-05-03,2,3,5,12,21,22,37,19,23,43,65,91
2019-04-26,9,17,21,23,36,41,48,12,3,31,87,97
2019-04-19,2,16,21,33,39,42,47,1,46,53,63,99
2019-04-12,2,20,21,30,31,39,45,18,43,49,50,86
2019-04-05,1,2,16,21,23,25,28,48,4,11,58,61
2019-03-29,10,12,19,22,25,32,42,39,28,29,69,79
2019-03-22,1,3,20,21,27,28,44,43,10,63,89,99
2019-03-15,6,11,25,31,36,41,49,47,72,75,81,83
2019-03-08,2,9,16,17,21,22,32,38,3,25,34,88
2019-03-01,2,23,24,29,40,48,49,18,8,33,57,97
2019-02-22,6,31,33,34,43,44,46,22,15,57,69,77
2019-02-15,1,2,32,37,38,39,45,16,4,24,80,95
2019-02-08,18,23,31,32,36,38,43,27,29,61,70,89
2019-02-01,2,6,13,19,21,32,40,12,13,48,50,96
2019-01-25,6,12,20,24,40,42,47,44,37,79,95,96
2019-01-18,3,19,22,30,32,37,40,20,10,42,59,77
2019-01-11,8,15,21,28,29,30,39,23,23,32,51,98
2019-01-04,7,22,25,26,35,41,45,3,12,59,72,74
2018-12-28,5,13,14,16,17,29,49,18,4,37,40,52
2018-12-21,7,21,23,25,31,34,45,37,1,5,25,77
2018-12-14,6,7,11,21,23,27,41,49,16,25,37,97
2018-12-07,2,9,15,23,26,30,41,13,19,28,32,97
2018-11-30,5,8,15,20,25,26,47,22,1,21,58,94
2018-11-23,1,7,13,14,22,42,48,47,39,40,74,96
2018-11-16,11,17,24,34,41,42,48,21,58,62,73,83
2018-11-09,2,12,31,34,39,48,49,1,2,4,18,46
2018-11-02,9,10,16,23,24,39,49,7,6,18,52,87
2018-10-26,2,3,4,8,9,20,30,45,15,57,94,97
2018-10-19,10,15,16,17,19,27,38,9,5,14,79,98
2018-10-12,18,31,38,45,46,47,48,16,8,28,56,90
2018-10-05,8,9,12,20,22,27,30,28,60,66,96,98
2018-09-28,25,28,31,36,42,44,49,37,4,52,67,85
2018-09-21,3,9,15,16,19,45,48,42,24,48,55,99
2018-09-14,1,3,5,10,16,27,43,14,4,19,25,94
2018-09-07,3,12,21,34,37,38,41,22,10,23,91,92
2018-08-31,2,4,18,19,20,39,44,11,21,89,90,97
2018-08-24,3,5,7,11,13,20,29,30,13,61,83,98
2018-08-17,12,17,22,27,28,29,35,43,47,67,69,71
2018-08-10,2,9,18,33,36,40,49,38,30,43,53,98
2018-08-03,9,11,23,33,35,36,42,6,19,33,35,46
2018-07-27,8,11,14,17,26,30,36,48,4,56,63,87
2018-07-20,6,8,12,19,20,25,49,18,23,68,73,80
2018-07-13,1,4,5,22,25,32,34,27,14,21,23,24
2018-07-06,1,11,20,32,41,42,44,47,10,11,75,89
2018-06-29,3,5,17,23,28,43,46,29,40,46,89,98
2018-06-22,3,10,16,28,31,38,47,20,3,50,64,88
2018-06-15,18,23,28,37,44,45,47,9,32,39,41,83
2018-06-08,12,25,27,29,34,44,45,7,20,25,61,92
2018-06-01,2,11,17,18,22,25,39,3,14,32,36,97
2018-05-25,7,10,13,19,24,31,41,1,21,27,68,70
2018-05-18,4,13,23,30,31,37,43,32,2,57,68,83
2018-05-11,11,22,28,33,39,43,47,23,27,68,82,91
2018-05-04,1,11,15,16,20,29,39,32,2,5,10,80
2018-04-27,8,9,11,17,37,39,41,19,18,32,70,97
2018-04-20,6,14,16,22,30,42,45,35,28,45,66,67
2018-04-13,1,8,9,22,29,30,32,17,33,72,87,92
2018-04-06,7,18,29,30,41,45,46,40,9,36,44,55
2018-03-30,1,12,18,19,21,24,41,15,21,44,48,65
2018-03-23,7,12,15,23,35,43,49,19,16,35,77,82
2018-03-16,13,24,29,31,35,36,42,37,14,36,65,89
2018-03-09,13,18,20,26,32,35,47,12,40,56,59,63
2018-03-02,7,25,26,28,32,36,37,2,21,23,55,78
2018-02-23,13,17,24,32,33,44,45,48,4,48,77,91
2018-02-16,5,14,22,23,35,40,49,43,10,43,83,93
2018-02-09,6,19,24,25,36,37,39,17,6,11,40,58
2018-02-02,3,8,9,24,28,31,44,32,6,52,58,70
2018-01-26,7,8,13,19,23,32,40,9,31,40,60,63
2018-01-19,9,18,25,30,39,40,43,5,44,64,70,89
2018-01-12,1,8,16,19,26,34,41,10,60,64,72,86
2018-01-05,1,3,13,15,28,36,49,14,63,70,80,96
2017-12-29,22,23,26,35,37,39,47,14,21,54,55,60
2017-12-22,13,16,19,21,24,26,30,36,6,23,71,80
2017-12-15,8,14,17,27,28,30,48,37,18,31,58,69
2017-12-08,1,17,31,33,39,46,49,42,17,78,82,92
2017-12-01,26,28,33,38,42,43,47,16,7,15,24,33
2017-11-24,5,11,20,22,35,38,46,45,11,46,60,70
2017-11-17,3,15,22,23,33,47,49,6,56,65,73,91
2017-11-10,5,12,18,26,29,31,37,40,1,45,52,57
2017-11-03,16,17,18,20,40,42,43,15,13,43,77,88
2017-10-27,1,14,15,16,24,39,49,5,18,23,53,77
2017-10-20,1,4,12,27,35,38,46,8,2,46,63,66
2017-10-13,8,14,16,17,18,34,41,43,23,34,87,88
2017-10-06,10,17,25,27,29,34,38,48,1,58,68,71
2017-09-29,1,6,14,23,38,40,47,25,1,25,28,96
2017-09-22,2,10,37,38,39,43,47,28,3,20,30,59
2017-09-15,15,20,24,30,39,44,46,22,13,53,59,90
2017-09-08,1,2,15,16,22,29,41,27,2,18,51,59
2017-09-01,1,7,18,28,31,39,48,35,31,58,81,89
2017-08-25,18,19,23,34,39,43,46,1,17,18,36,89
2017-08-18,2,9,13,16,25,26,45,19,31,69,82,92
2017-08-11,13,14,19,26,27,36,37,18,24,65,66,74
2017-08-04,1,4,11,17,27,36,37,47,10,22,59,99
2017-07-28,9,12,16,24,33,45,47,14,30,51,65,93
2017-07-21,2,11,12,25,33,39,44,8,7,18,63,80
2017-07-14,2,4,11,17,26,41,42,44,35,36,40,96
2017-07-07,4,8,13,16,26,33,38,10,20,36,59,88
2017-06-30,7,24,26,36,37,43,44,3,30,34,62,68
2017-06-23,2,3,6,22,24,42,46,27,6,14,19,61
2017-06-16,1,5,20,33,34,41,42,15,37,55,98,99
2017-06-09,7,11,20,21,22,37,47,38,44,56,66,87
2017-06-02,11,12,25,28,33,41,43,36,17,19,90,93
2017-05-26,14,16,18,21,38,44,49,15,3,18,81,96
2017-05-19,8,11,18,25,34,35,38,44,1,7,68,78
2017-05-12,11,25,26,28,38,44,45,20,21,22,35,42
2017-05-05,11,14,20,22,26,35,43,33,6,11,52,63
2017-04-28,10,14,22,36,38,44,45,11,2,57,77,84
2017-04-21,3,4,13,16,35,47,49,37,16,33,79,96
2017-04-14,23,25,29,30,42,44,45,20,31,33,34,52
2017-04-07,8,12,14,34,37,44,48,45,3,70,75,77
2017-03-31,1,2,12,15,22,25,41,34,26,49,52,94
2017-03-24,16,19,21,32,37,39,45,26,8,10,18,83
2017-03-17,2,5,6,7,8,33,45,15,5,27,30,72
2017-03-10,1,11,15,20,36,41,47,33,17,29,31,63
2017-03-03,3,7,20,25,29,31,44,27,54,63,77,92
2017-02-24,1,17,19,23,28,29,47,10,25,63,72,77
2017-02-17,5,9,14,24,33,37,46,38,10,35,44,59
2017-02-10,11,16,19,22,24,38,41,48,3,7,10,99
2017-02-03,8,19,24,28,34,42,48,17,37,60,89,98
2017-01-27,1,3,8,22,29,38,47,11,3,34,72,78
2017-01-20,4,10,21,28,29,37,45,20,3,12,49,87
2017-01-13,2,8,24,30,31,38,40,42,8,10,11,63
2017-01-06,10,13,18,19,38,47,48,42,20,26,66,69
2016-12-30,5,10,14,19,31,33,47,27,17,38,66,84
2016-12-23,1,5,11,26,28,30,41,49,7,9,70,79
2016-12-16,2,9,27,32,38,39,43,45,4,48,57,59
2016-12-09,11,17,24,26,34,35,39,16,17,38,82,98
2016-12-02,5,8,20,21,29,40,47,7,19,37,88,91
2016-11-25,2,11,20,22,31,35,47,39,13,76,82,89
2016-11-18,7,10,21,24,38,40,49,3,11,52,80,89
2016-11-11,8,14,18,20,24,39,46,23,76,81,87,88
2016-11-04,4,23,29,36,39,44,46,24,25,60,61,80
2016-10-28,3,5,19,29,33,34,44,41,4,22,56,85
2016-10-21,33,34,36,42,44,45,47,14,7,18,49,65
2016-10-14,14,18,22,25,36,39,44,34,6,22,66,85
2016-10-07,8,9,12,24,29,36,37,17,11,59,67,91
2016-09-30,4,12,17,21,32,38,42,46,18,65,69,73
2016-09-23,3,13,24,36,39,44,45,19,13,21,26,88
2016-09-16,7,12,14,15,27,34,44,6,26,31,47,69
2016-09-09,4,10,11,27,29,32,41,42,34,62,69,91
2016-09-02,1,12,15,22,25,45,48,16,51,54,74,77
2016-08-26,3,10,17,19,26,27,42,46,7,45,85,86
2016-08-19,19,22,25,32,37,45,47,40,3,20,62,75
2016-08-12,5,7,15,18,19,27,28,25,3,34,68,91
2016-08-05,4,6,10,20,40,46,47,39,9,28,69,82
2016-07-29,11,15,25,26,39,47,49,30,5,6,9,93
2016-07-22,9,26,28,32,37,40,45,46,32,36,61,98
2016-07-15,19,30,31,36,40,44,49,6,49,52,77,82
2016-07-08,1,8,16,25,30,42,48,28,11,37,44,83
2016-07-01,10,12,14,28,36,39,45,26,16,25,26,78
2016-06-24,2,17,22,24,26,42,48,6,18,21,48,66
2016-06-17,1,16,20,29,33,44,46,15,19,70,85,94
2016-06-10,5,11,15,26,27,33,39,46,28,30,66,95
2016-06-03,12,21,28,37,40,43,47,11,1,37,57,74
2016-05-27,1,14,16,20,26,32,34,18,46,50,76,78
2016-05-20,16,17,19,22,31,47,49,1,55,65,69,95
2016-05-13,3,6,8,17,21,28,34,2,28,42,75,91
2016-05-06,1,8,10,24,26,37,45,47,32,69,83,88
2016-04-29,11,21,22,24,26,36,43,10,10,69,87,98
2016-04-22,13,16,20,35,37,43,49,6,33,42,53,82
2016-04-15,1,9,17,19,25,27,38,44,36,55,86,98
2016-04-08,9,12,13,14,28,39,41,38,19,30,35,48
2016-04-01,5,6,27,28,31,41,45,12,1,8,27,93
2016-03-25,1,6,15,32,42,45,46,44,7,27,64,88
2016-03-18,6,8,15,24,26,39,44,40,4,52,54,87
2016-03-11,9,17,27,30,31,34,42,21,15,27,31,41
2016-03-04,4,14,24,41,42,44,48,26,2,4,75,76
2016-02-26,6,9,22,23,36,38,47,12,9,21,83,84
2016-02-19,2,11,20,22,33,40,43,4,33,47,89,95
2016-02-12,19,20,26,31,34,39,48,18,28,40,59,62
2016-02-05,6,7,8,9,17,23,30,18,25,44,50,90
2016-01-29,5,11,14,17,28,41,47,46,9,21,53,98
2016-01-22,20,21,22,34,42,43,45,1,35,56,69,78
2016-01-15,7,26,27,31,32,33,42,45,23,45,81,98
2016-01-08,13,15,21,24,25,36,48,10,10,40,62,74
2016-01-01,6,10,13,14,25,41,46,8,44,45,50,52
2015-12-25,5,8,9,12,22,39,45,38,10,25,44,48
2015-12-18,6,20,28,29,30,31,46,45,41,62,80,92
2015-12-11,7,12,28,34,45,46,48,49,5,22,27,99
2015-12-04,8,15,24,25,27,36,43,32,2,5,8,85
2015-11-27,4,8,9,20,23,45,46,31,8,82,95,98
2015-11-20,12,21,28,34,36,45,48,26,40,47,73,87
2015-11-13,7,11,19,38,40,41,42,49,19,63,90,92
2015-11-06,1,10,12,20,29,35,47,4,7,29,34,48
2015-10-30,2,11,19,38,43,45,49,9,16,48,51,63
2015-10-23,2,7,12,28,29,38,48,27,15,16,37,76
2015-10-16,9,14,19,21,31,32,40,16,21,56,76,99
2015-10-09,8,11,14,23,26,42,47,1,4,19,26,95
2015-10-02,10,12,24,26,34,43,47,38,16,60,77,80
2015-09-25,1,7,15,18,21,30,45,22,7,9,43,57
2015-09-18,13,16,17,21,35,40,46,18,2,21,72,89
2015-09-11,21,22,27,30,39,42,44,8,62,64,66,82
2015-09-04,7,8,15,19,36,37,41,43,49,57,77,85
2015-08-28,2,4,5,17,29,39,41,48,31,36,47,85
2015-08-21,3,13,15,22,33,41,49,11,53,90,91,99
2015-08-14,1,15,17,25,34,40,41,38,48,51,60,69
2015-08-07,5,13,20,37,39,40,41,28,73,74,77,88
2015-07-31,2,5,27,32,35,42,46,48,22,59,63,91
2015-07-24,2,4,11,19,28,29,38,42,4,44,64,87
2015-07-17,23,24,29,36,42,43,49,38,20,35,37,95
2015-07-10,12,14,23,25,31,38,40,36,4,10,28,70
2015-07-03,1,6,30,40,46,47,49,37,2,30,68,70
2015-06-26,2,4,16,23,30,32,46,38,25,30,72,85
2015-06-19,7,14,15,16,21,30,41,17,7,20,39,71
2015-06-12,4,7,11,19,34,38,48,45,18,27,72,93
2015-06-05,2,10,13,16,30,33,48,44,29,34,57,69
2015-05-29,1,30,38,39,44,45,47,43,24,85,90,95
2015-05-22,1,4,21,24,29,30,46,25,9,16,22,34
2015-05-15,16,23,24,25,40,46,47,17,43,51,70,85
2015-05-08,1,7,17,27,32,44,48,18,7,32,65,94
2015-05-01,6,18,20,37,40,44,46,49,20,34,41,97
2015-04-24,3,37,38,40,42,43,46,12,8,9,51,90
2015-04-17,7,11,14,15,19,30,41,22,22,47,50,93
