DrawDate,Win1,Win2,Win3,Win4,Win5,Win6,Win7,Bonus,Extra1,Extra2,Extra3,Extra4
2015-04-10,7,8,16,18,24,25,46,37,40,58,68,73
2015-04-03,10,11,23,28,32,34,41,29,2,49,73,89
2015-03-27,3,7,15,23,29,31,45,46,53,59,77,86
2015-03-20,7,10,16,35,36,42,45,24,3,6,41,63
2015-03-13,2,8,10,15,17,20,24,14,7,14,56,64
2015-03-06,2,8,9,10,24,26,41,37,2,8,28,43
2015-02-27,4,12,16,27,37,39,44,32,60,75,77,87
2015-02-20,26,34,38,41,46,48,49,10,49,52,73,80
2015-02-13,6,9,18,22,25,32,44,46,6,81,84,95
2015-02-06,1,5,7,13,14,33,46,47,7,41,43,97
2015-01-30,10,15,21,28,32,36,37,9,30,41,44,91
2015-01-23,1,14,15,18,26,42,48,39,1,13,27,79
2015-01-16,6,29,30,31,36,42,45,32,30,37,75,88
2015-01-09,3,7,12,18,31,33,35,26,2,33,42,84
2015-01-02,8,9,14,19,28,31,46,48,9,30,61,93
2014-12-26,15,20,29,39,40,43,46,12,23,27,60,83
2014-12-19,3,6,13,17,22,25,43,47,22,28,55,87
2014-12-12,2,14,30,34,38,47,48,16,14,51,61,76
2014-12-05,10,14,15,16,42,45,48,49,2,3,5,61
2014-11-28,3,4,7,12,17,26,34,1,13,52,77,78
2014-11-21,6,18,19,26,37,39,47,21,16,30,83,91
2014-11-14,2,5,7,13,15,30,38,27,38,61,77,81
2014-11-07,1,3,6,8,14,20,30,28,45,70,76,80
2014-10-31,3,12,25,30,42,44,45,26,23,54,58,94
2014-10-24,8,27,30,32,34,35,42,17,11,41,45,83
2014-10-17,18,19,32,36,38,40,43,1,13,54,65,69
2014-10-10,5,13,18,28,31,38,44,46,8,39,47,52
2014-10-03,7,15,24,25,27,43,47,22,7,11,29,78
2014-09-26,2,3,5,18,37,38,46,33,7,59,70,90
2014-09-19,4,7,8,10,16,20,36,27,41,50,54,70
2014-09-12,5,6,8,13,24,37,46,30,41,59,82,99
2014-09-05,3,8,11,20,28,36,38,26,8,54,58,73
2014-08-29,1,23,26,33,35,38,42,18,51,65,68,92
2014-08-22,13,16,22,26,35,36,39,44,4,31,39,64
2014-08-15,9,16,17,27,32,38,47,37,49,54,63,76
2014-08-08,6,9,16,19,20,24,30,31,2,42,49,66
2014-08-01,1,2,5,10,11,25,34,36,6,7,31,99
2014-07-25,7,9,24,30,35,42,43,36,21,46,52,69
2014-07-18,1,3,16,33,34,40,42,2,36,57,61,85
2014-07-11,1,6,10,16,18,21,31,5,3,26,46,80
2014-07-04,5,10,11,20,26,38,46,44,40,50,68,92
2014-06-27,4,6,7,16,18,40,46,34,12,39,57,84
2014-06-20,12,17,32,36,43,44,49,4,48,65,72,83
2014-06-13,12,16,24,29,36,40,47,44,1,40,64,86
2014-06-06,3,5,17,30,36,47,49,31,4,54,79,82
2014-05-30,2,5,10,11,23,25,31,46,3,7,27,35
2014-05-23,3,11,16,24,31,39,43,2,35,60,78,89
2014-05-16,12,13,16,30,32,35,37,7,38,51,60,71
2014-05-09,5,7,29,35,39,41,49,14,31,48,68,96
2014-05-02,6,15,18,19,25,44,46,28,6,8,34,64
2014-04-25,3,9,24,25,28,36,40,48,21,70,77,86
2014-04-18,9,16,24,30,39,40,45,14,19,44,88,89
2014-04-11,1,3,14,33,35,39,45,28,14,48,50,77
2014-04-04,19,30,33,34,36,41,48,11,37,61,92,95
2014-03-28,8,15,16,21,31,37,39,20,2,37,71,89
2014-03-21,1,2,4,21,23,35,40,5,23,50,71,87
2014-03-14,3,4,5,7,31,33,40,49,25,39,58,84
2014-03-07,1,6,7,16,22,31,33,25,11,52,73,80
2014-02-28,4,7,20,22,26,28,29,47,2,15,44,56
2014-02-21,1,10,16,23,29,35,39,46,36,62,71,97
2014-02-14,6,8,11,16,17,19,24,29,37,44,64,88
2014-02-07,13,19,37,38,40,43,48,46,6,22,54,58
2014-01-31,6,10,16,27,38,40,45,39,12,36,62,83
2014-01-24,7,10,15,23,30,36,44,45,15,81,91,93
2014-01-17,4,9,18,32,35,38,40,12,42,59,63,94
2014-01-10,12,28,31,38,40,41,45,15,15,28,63,89
2014-01-03,7,16,31,35,39,44,48,42,40,51,60,77
2013-12-27,1,6,9,11,17,37,39,32,12,29,66,92
2013-12-20,2,13,18,24,27,37,43,14,67,76,88,90
2013-12-13,6,16,24,32,36,45,47,25,2,16,51,65
2013-12-06,3,4,11,18,37,42,44,47,10,41,48,95
2013-11-29,3,6,19,31,34,42,45,30,2,48,78,98
2013-11-22,2,24,35,38,39,41,48,20,2,5,22,91
2013-11-15,1,3,10,15,25,28,31,7,9,26,29,54
2013-11-08,7,8,10,15,24,26,41,12,15,41,71,80
2013-11-01,11,12,16,22,30,32,49,35,2,10,11,53
2013-10-25,13,16,24,29,33,40,49,28,21,25,32,70
2013-10-18,10,26,28,33,34,35,40,12,34,40,60,74
2013-10-11,7,8,9,16,21,28,48,29,14,20,59,76
2013-10-04,12,16,19,20,28,34,42,9,6,57,80,98
2013-09-27,10,11,18,24,26,42,47,45,13,19,64,71
2013-09-20,2,14,15,24,40,43,44,45,29,37,77,85
2013-09-13,2,6,12,15,16,22,49,46,18,26,47,57
2013-09-06,1,7,23,36,37,39,41,33,1,24,61,67
2013-08-30,6,19,20,25,31,35,36,45,20,30,49,61
2013-08-23,5,6,10,17,22,36,48,3,13,20,33,36
2013-08-16,2,6,20,22,30,34,49,45,17,36,63,84
2013-08-09,6,15,19,26,43,44,49,30,8,26,76,85
2013-08-02,2,9,23,29,30,34,43,40,41,61,68,70
2013-07-26,5,9,12,18,24,35,42,17,27,36,41,98
2013-07-19,3,17,19,20,34,35,43,4,15,33,53,60
2013-07-12,14,16,17,36,45,46,48,7,7,44,57,71
2013-07-05,5,12,15,39,44,46,49,18,23,40,68,93
2013-06-28,2,7,15,38,43,44,47,1,5,59,83,86
2013-06-21,2,9,12,13,27,28,36,20,16,18,52,88
2013-06-14,2,12,15,18,21,22,25,5,26,39,55,96
2013-06-07,5,19,24,34,35,38,43,8,23,27,66,95
2013-05-31,5,7,10,15,22,45,47,23,26,48,49,78
2013-05-24,9,19,21,24,39,43,48,6,15,47,86,87
2013-05-17,8,18,21,27,33,46,49,26,6,8,38,85
2013-05-10,3,10,19,21,27,35,36,49,15,18,44,93
2013-05-03,4,6,21,26,30,34,35,39,51,57,72,90
2013-04-26,10,13,15,18,25,36,47,40,3,39,69,71
2013-04-19,2,3,8,20,28,31,34,42,3,9,52,96
2013-04-12,3,6,37,40,42,44,48,18,51,78,82,83
2013-04-05,2,14,15,17,24,38,40,31,26,74,79,87
2013-03-29,8,11,12,13,22,33,47,7,12,35,50,55
2013-03-22,7,12,16,19,21,24,47,34,3,51,74,97
2013-03-15,9,16,17,19,22,41,43,12,7,50,78,98
2013-03-08,9,15,17,28,35,39,41,36,36,51,57,71
2013-03-01,1,2,5,6,38,39,46,33,18,24,77,93
2013-02-22,5,12,24,31,39,45,49,35,5,7,12,42
2013-02-15,14,23,24,25,28,41,45,37,12,21,45,51
2013-02-08,3,8,13,30,38,45,47,10,20,50,59,81
2013-02-01,5,9,10,32,37,44,46,38,17,57,81,95
2013-01-25,1,18,19,29,31,32,46,36,51,62,67,75
2013-01-18,8,16,17,28,32,34,47,19,49,76,94,97
2013-01-11,2,25,26,37,39,48,49,40,10,24,41,91
2013-01-04,3,6,16,23,27,28,34,22,10,60,74,79
2012-12-28,1,9,25,28,32,41,48,12,53,59,69,97
2012-12-21,7,8,17,18,20,40,41,33,3,4,69,74
2012-12-14,3,6,10,33,39,48,49,18,5,15,24,96
2012-12-07,5,11,22,29,38,42,49,33,10,86,89,94
2012-11-30,3,10,13,23,31,41,45,33,11,28,66,93
2012-11-23,6,8,10,17,28,29,38,34,1,64,66,96
2012-11-16,1,5,9,19,27,35,48,30,7,15,18,59
2012-11-09,8,9,11,22,24,42,46,13,35,56,57,74
2012-11-02,1,2,5,26,29,36,47,13,1,9,28,96
2012-10-26,3,4,20,25,30,35,48,23,49,74,83,85
2012-10-19,1,2,3,15,22,37,41,6,1,19,37,60
2012-10-12,5,7,12,15,35,45,47,40,10,15,51,58
2012-10-05,1,12,23,27,30,31,37,33,1,68,77,98
2012-08-31,5,12,13,28,33,37,43,44,33,48,55,95
2012-08-24,2,3,5,22,23,32,33,8,2,14,50,73
2012-08-17,18,19,22,27,29,36,47,25,7,46,49,76
2012-08-10,2,15,18,19,22,27,49,40,2,9,17,62
2012-08-03,1,2,18,26,27,39,42,33,19,63,92,95
2012-07-27,2,20,25,26,46,47,48,44,9,43,84,93
2012-07-20,4,7,29,35,39,43,44,46,29,43,45,76
2012-07-13,3,13,14,23,33,36,45,7,26,41,46,81
2012-07-06,14,26,31,34,37,45,48,38,4,6,63,72
2012-06-29,10,14,20,28,35,40,42,44,48,61,74,97
2012-06-22,1,12,20,22,30,34,38,33,13,38,61,88
2012-06-15,8,11,20,28,36,43,47,18,17,43,49,51
2012-06-08,9,10,16,24,26,44,48,27,3,32,87,95
2012-06-01,4,7,13,24,26,27,43,41,28,39,57,81
2012-05-25,1,2,3,6,12,20,41,10,50,56,88,97
2012-05-18,3,4,13,15,21,29,48,26,36,45,65,81
2012-05-11,1,6,7,24,31,36,39,26,12,38,60,73
2012-05-04,3,5,6,25,37,43,45,21,16,19,26,52
2012-04-27,3,23,28,40,42,43,45,17,36,38,69,97
2012-04-20,14,15,16,19,30,36,46,42,16,35,44,58
2012-04-13,2,6,11,12,16,39,45,3,17,72,80,99
2012-04-06,15,18,19,25,32,42,49,43,14,60,83,92
2012-03-30,3,11,12,19,35,45,47,13,13,14,63,82
2012-03-23,6,18,21,23,24,32,48,47,61,74,76,84
2012-03-16,5,7,18,24,28,41,49,26,5,41,88,89
2012-03-09,7,18,19,29,39,47,48,32,32,39,53,81
2012-03-02,4,13,14,15,34,46,47,49,14,34,47,79
2012-02-24,6,17,23,24,25,31,38,7,12,18,93,95
2012-02-17,1,15,26,28,31,39,49,18,9,19,45,78
2012-02-10,1,5,25,35,38,44,47,39,7,31,35,78
2012-02-03,2,8,12,14,33,37,47,46,14,43,52,88
2012-01-27,8,24,28,34,37,43,45,21,24,66,87,91
2012-01-20,9,15,21,23,41,43,44,46,13,19,62,67
2012-01-13,6,15,18,26,41,46,48,27,15,23,33,93
2012-01-06,1,2,8,13,22,45,46,48,36,37,76,95
2011-12-30,2,13,22,28,35,41,42,4,23,32,39,94
2011-12-23,3,4,9,25,26,37,39,45,5,27,67,85
2011-12-16,11,24,26,31,42,44,46,22,8,16,30,53
2011-12-09,3,11,18,19,23,27,44,46,3,38,50,91
2011-12-02,23,29,33,34,39,44,48,32,6,8,87,95
2011-11-25,8,10,15,24,30,35,49,23,7,56,73,74
2011-11-18,8,17,27,28,39,44,49,24,29,35,46,56
2011-11-11,5,7,9,25,31,37,39,22,2,20,74,83
2011-11-04,5,8,13,15,27,28,37,39,7,14,29,70
2011-10-28,2,4,18,20,29,38,41,9,2,5,19,52
2011-10-21,6,23,27,30,34,38,45,21,12,27,39,83
2011-10-14,1,3,7,19,31,39,49,17,22,46,53,88
2011-10-07,12,13,24,25,26,41,43,7,7,15,18,32
2011-08-26,6,11,12,14,35,43,44,42,11,31,85,86
2011-08-19,4,14,24,41,43,46,49,1,57,60,65,70
2011-08-12,4,15,21,30,33,35,47,28,1,58,66,86
2011-08-05,11,17,18,20,22,29,45,27,2,24,51,78
2011-07-29,1,2,3,17,24,35,36,30,10,46,77,80
2011-07-22,4,13,23,28,32,40,42,12,64,81,87,95
2011-07-15,3,7,8,12,18,24,41,1,6,71,86,90
2011-07-08,17,22,28,38,41,43,45,5,73,79,90,97
2011-07-01,15,18,20,28,29,40,47,38,8,22,70,79
2011-06-24,2,9,10,15,29,44,48,22,28,42,63,84
2011-06-17,2,7,14,16,22,27,47,25,32,35,36,37
2011-06-10,8,11,12,25,28,30,33,16,7,23,38,78
2011-06-03,8,21,28,32,33,34,48,38,20,40,44,97
2011-05-27,5,9,19,20,21,28,30,36,9,17,59,80
2011-05-20,7,12,14,18,30,45,47,20,7,9,11,44
2011-05-13,7,8,14,32,38,42,44,30,2,50,80,96
2011-05-06,6,19,24,25,26,35,36,23,20,22,53,71
2011-04-29,1,13,20,24,39,45,47,25,42,77,83,86
2011-04-22,7,19,34,35,38,42,46,11,24,61,62,83
2011-04-15,3,12,14,15,25,32,49,37,7,23,35,87
2011-04-08,13,18,25,41,44,48,49,1,13,38,43,62
2011-04-01,5,6,11,12,24,26,34,49,39,49,57,64
2011-03-25,1,4,22,25,26,36,46,5,7,22,24,60
2011-03-18,2,5,10,21,25,35,49,40,47,57,82,98
2011-03-11,2,3,4,20,22,40,43,9,15,34,49,92
